AquaCrop 6.1 (May 2018) - Output created on (date) : 12/04/2022   at (time) : 17:58:56
Soil Water content in soil profile (WC) and root zone (Wr)

** Run number:  1   -- Water content in soil profile (WCTot layer: 0.00 - 1.20 m) and root zone (Wr with Zx = 1.00 m)
   Day Month  Year   DAP Stage     WCTot   Wr(Zx)      Z       Wr    Wr(SAT)    Wr(FC)   Wr(exp)   Wr(sto)   Wr(sen)   Wr(PWP)
                                     mm       mm       m       mm        mm        mm        mm        mm        mm        mm
    13     8  2017   121    4     413.4    350.5    1.00    350.5     460.0     310.0     264.7     185.5     185.5     150.0
    14     8  2017   122    4     414.4    350.8    1.00    350.8     460.0     310.0     261.7     183.7     183.7     150.0
    15     8  2017   123    4     399.1    335.4    1.00    335.4     460.0     310.0     271.9     190.0     190.0     150.0
    16     8  2017   124    4     385.1    321.9    1.00    321.9     460.0     310.0     265.3     185.9     185.9     150.0
    17     8  2017   125    4     386.4    323.8    1.00    323.8     460.0     310.0     268.9     188.1     188.1     150.0
    18     8  2017   126    4     380.8    318.4    1.00    318.4     460.0     310.0     268.3     187.7     187.7     150.0
    19     8  2017   127    4     380.3    318.0    1.00    318.0     460.0     310.0     276.8     192.9     192.9     150.0
    20     8  2017   128    4     377.9    315.6    1.00    315.6     460.0     310.0     270.7     189.2     189.2     150.0
    21     8  2017   129    4     374.3    312.0    1.00    312.0     460.0     310.0     272.5     190.3     190.3     150.0
    22     8  2017   130    4     372.8    310.6    1.00    310.6     460.0     310.0     271.3     189.6     189.6     150.0
    23     8  2017   131    4     376.4    314.4    1.00    314.4     460.0     310.0     271.3     186.6     189.6     150.0

Legend

DAP          : Days after planting
Stage        : 0: before/after planting
Stage        : 1: emergence or transplant recovery
Stage        : 2: vegetative stage
Stage        : 3: flowering
Stage        : 4: yield formation and ripening
WCTot        : Water content in total soil profile (layer: 0.00 - 1.20 m)
Wr(Zx)       : Water content in maximum effective root zone (Zx = 1.00 m)
Z            : Effective rooting depth
Wr           : Water content in effective root zone
Wr(Sat)      : Water content in effective root zone if saturated
Wr(FC)       : Water content in effective root zone at field capacity
Wr(exp)      : Water content in effective root zone at upper threshold for leaf expansion
Wr(sto)      : Water content in effective root zone at upper threshold for stomatal closure
Wr(sen)      : Water content in effective root zone at upper threshold for early canopy senescence
Wr(PWP)      : Water content in effective root zone at permanent wilting point
