Day	Month	Year	DAP	Stage	Rain.x	ETo	Tmin	Tavg	Tmax	CO2	ECe1	ECe2	ECe3	ECe4	ECe5	ECe6	ECe7	ECe8	ECe9	ECe10	ECe11	ECe12	WC1(vol%)	WC2(vol%)	WC3(vol%)	WC4(vol%)	WC5(vol%)	WC6(vol%)	WC7(vol%)	WC8(vol%)	WC9(vol%)	WC10(vol%)	WC11(vol%)	WC12(vol%)	GD	Z.x	StExp	StSto	StSen	StSalt.x	StWeed	CC	CCw	StTr	Kc(Tr)	Trx.x	Tr.x	TrW	Tr/Trx.x	WP	Biomass	HI	YieldPart	Brelative	WPet	E.x	Trx.y	ET.x	Rain.y	Inet	WCTot.x	Wr(Zx)	Z.y	Wr	Wr(SAT)	Wr(FC)	Wr(exp)	Wr(sto)	Wr(sen)	Wr(PWP)	SaltIn	SaltOut	SaltUp	SaltTot	SaltZ	Z	ECe	ECsw	StSalt.y	Zgwt.x	ECgw	WCTot.y	Rain	Irri	Surf	Infilt	RO	Drain	CR	Zgwt.y	Ex	E.y	E/Ex	Trx	Tr.y	Tr/Trx.y	ETx	ET.y	ET/ETx
15	4	2017	1	1	0	6	8.3	16.7	25.1	404	0	0	0	0	0	0	0	0	0	0	0	0	26.1	31	31	31	31	31	31	31	31	31	31	31	8.7	0.3	-9	-9	-9	0	-9	0	0	0	-9	0	0	0	100	34.6	0	-9.9	0	-9	0	4.9	0	4.9	0	0	367.1	305.1	0.3	88.1	138	93	86.3	61	59.9	45	0	0	0	0	0	0.3	0	0	0	-9.9	-9	367.1	0	0	0	0	0	0	0	-9.9	6.6	4.9	74	0	0	100	6.6	4.9	74
16	4	2017	2	1	0	5.6	10.9	18.4	25.8	404	0	0	0	0	0	0	0	0	0	0	0	0	23.2	31	31	31	31	31	31	31	31	31	31	31	10.4	0.3	-9	-9	-9	0	-9	0	0	0	-9	0	0	0	100	34.6	0	-9.9	0	-9	0	2.9	0	2.9	0	0	364.2	302.2	0.3	85.2	138	93	86.3	60.5	59.9	45	0	0	0	0	0	0.3	0	0	0	-9.9	-9	364.2	0	0	0	0	0	0	0	-9.9	6.2	2.9	47	0	0	100	6.2	2.9	47
17	4	2017	3	1	0	6.1	12.5	19.6	26.8	404	0	0	0	0	0	0	0	0	0	0	0	0	20.9	31	31	31	31	31	31	31	31	31	31	31	11.6	0.3	-9	-9	-9	0	-9	0	0	0	-9	0	0	0	100	34.6	0	-9.9	0	-9	0	2.3	0	2.3	0	0	361.9	299.9	0.3	82.9	138	93	86.3	61.1	59.9	45	0	0	0	0	0	0.3	0	0	0	-9.9	-9	361.9	0	0	0	0	0	0	0	-9.9	6.7	2.3	35	0	0	100	6.7	2.3	35
18	4	2017	4	1	0.1	5.2	11.6	18.9	26.1	404	0	0	0	0	0	0	0	0	0	0	0	0	17.3	31	31	31	31	31	31	31	31	31	31	31	10.9	0.3	-9	-9	-9	0	-9	0	0	0	-9	0	0	0	100	34.6	0	-9.9	0	-9	0	3.7	0	3.7	0.1	0	358.3	296.3	0.3	79.3	138	93	86.3	60.1	59.9	45	0	0	0	0	0	0.3	0	0	0	-9.9	-9	358.3	0.1	0	0	0.1	0	0	0	-9.9	5.7	3.7	64	0	0	100	5.7	3.7	64
19	4	2017	5	1	0	6.2	10.9	19.1	27.4	404	0	0	0	0	0	0	0	0	0	0	0	0	14.6	31	31	31	31	31	31	31	31	31	31	31	11.1	0.3	-9	-9	-9	0	-9	0	0	0	-9	0	0	0	100	34.6	0	-9.9	0	-9	0	2.7	0	2.7	0	0	355.6	293.6	0.3	76.6	138	93	86.3	61.2	59.9	45	0	0	0	0	0	0.3	0	0	0	-9.9	-9	355.6	0	0	0	0	0	0	0	-9.9	6.8	2.7	39	0	0	100	6.8	2.7	39
20	4	2017	6	1	0	6.6	10.9	19.1	27.3	404	0	0	0	0	0	0	0	0	0	0	0	0	12.7	31	31	31	31	31	31	31	31	31	31	31	11.1	0.3	-9	-9	-9	0	-9	0	0	0	-9	0	0	0	100	34.6	0	-9.9	0	-9	0	1.9	0	1.9	0	0	353.7	291.7	0.3	74.7	138	93	86.3	61.7	59.9	45	0	0	0	0	0	0.3	0	0	0	-9.9	-9	353.7	0	0	0	0	0	0	0	-9.9	7.3	1.9	27	0	0	100	7.3	1.9	27
21	4	2017	7	1	0	7.2	11	19.9	28.7	404	0	0	0	0	0	0	0	0	0	0	0	0	11.1	31	31	31	31	31	31	31	31	31	31	31	11.9	0.3	-9	-9	-9	0	-9	0	0	0	-9	0	0	0	100	34.6	0	-9.9	0	-9	0	1.6	0	1.6	0	0	352.1	290.1	0.3	73.1	138	93	86.3	62.3	59.9	45	0	0	0	0	0	0.3	0	0	0	-9.9	-9	352.1	0	0	0	0	0	0	0	-9.9	7.9	1.6	20	0	0	100	7.9	1.6	20
22	4	2017	8	1	0	7.2	11.7	20.1	28.5	404	0	0	0	0	0	0	0	0	0	0	0	0	29	29	29	31	31	31	31	31	31	31	31	31	12.1	0.3	-9	0	0	0	0	0.6	0.6	9	0.01	0.1	0.1	0.1	100	34.6	0.003	-9.9	0	100	0	1.2	0.1	1.3	0	15.1	365.9	303.9	0.3	86.9	138	93	90.3	62.3	62.3	45	0	0	0	0	0	0.3	0	0	0	-9.9	-9	365.9	0	15.1	0	0	0	0	0	-9.9	7.8	1.2	16	0.1	0.1	100	7.9	1.3	17
23	4	2017	9	2	0	7	13.3	21.2	29.1	404	0	0	0	0	0	0	0	0	0	0	0	0	28.9	28.9	28.9	31	31	31	31	31	31	31	31	31	13.2	0.3	-9	0	0	0	0	0.7	0.7	5	0.01	0.1	0.1	0.1	100	34.6	0.008	-9.9	0	100	0	7.5	0.1	7.5	0	7.5	365.8	303.8	0.3	86.8	138	93	89.9	62.1	62.1	45	0	0	0	0	0	0.3	0	0	0	-9.9	-9	365.8	0	7.5	0	0	0	0	0	-9.9	7.6	7.5	98	0.1	0.1	100	7.7	7.5	98
24	4	2017	10	2	0	5.9	14.7	21.8	28.9	404	0	0	0	0	0	0	0	0	0	0	0	0	28.9	28.9	28.9	30.8	31	31	31	31	31	31	31	31	13.8	0.31	-9	0	0	0	0	0.8	0.8	4	0.01	0.1	0.1	0.1	100	34.6	0.012	-9.9	0	100	0	6.4	0.1	6.5	0	6	365.3	303.3	0.31	89.9	143	96.4	91.1	63.1	63.1	46.6	0	0	0	0	0	0.31	0	0	0	-9.9	-9	365.3	0	6	0	0	0	0	0	-9.9	6.4	6.4	100	0.1	0.1	100	6.5	6.5	100
25	4	2017	11	2	0	6.3	14.3	21.3	28.2	404	0	0	0	0	0	0	0	0	0	0	0	0	28.9	28.9	28.9	30.3	31	31	31	31	31	31	31	31	13.3	0.32	1	0	0	0	0	0.9	0.9	5	0.02	0.1	0.1	0.1	100	34.6	0.017	-9.9	0	100	0	6.8	0.1	6.9	0	6.5	365	303	0.32	94.1	149.3	100.6	95.9	66.4	66.4	48.7	0	0	0	0	0	0.32	0	0	0	-9.9	-9	365	0	6.5	0	0	0	0	0	-9.9	6.8	6.8	99	0.1	0.1	100	6.9	6.9	99
26	4	2017	12	2	0	6.5	13.6	20.9	28.3	404	0	0	0	0	0	0	0	0	0	0	0	0	28.9	28.9	28.9	29.8	31	31	31	31	31	31	31	31	12.9	0.34	1	0	0	0	0	1	1	6	0.02	0.1	0.1	0.1	100	34.6	0.023	-9.9	0	100	0	7	0.1	7.1	0	6.6	364.5	302.5	0.34	97.9	155.3	104.6	100.1	69.2	69.2	50.6	0	0	0	0	0	0.34	0	0	0	-9.9	-9	364.5	0	6.6	0	0	0	0	0	-9.9	7	7	99	0.1	0.1	100	7.1	7.1	99
27	4	2017	13	2	0	6.6	13	20.8	28.5	404	0	0	0	0	0	0	0	0	0	0	0	0	28.9	28.9	28.9	29.3	31	31	31	31	31	31	31	31	12.8	0.35	1	0	0	0	0	1.1	1.1	6	0.02	0.1	0.1	0.1	100	34.6	0.03	-9.9	0	100	0	7	0.1	7.2	0	6.7	364.1	302.1	0.35	101.4	160.9	108.5	104	71.9	71.9	52.5	0	0	0	0	0	0.35	0	0	0	-9.9	-9	364.1	0	6.7	0	0	0	0	0	-9.9	7.1	7	99	0.1	0.1	100	7.2	7.2	99
28	4	2017	14	2	0	5.7	14.8	22.3	29.7	404	0	0	0	0	0	0	0	0	0	0	0	0	28.8	28.8	28.8	29	31	31	31	31	31	31	31	31	14.3	0.36	0	0	0	0	0	1.3	1.3	3	0.02	0.1	0.1	0.1	100	34.6	0.037	-9.9	0	100	0	6.1	0.1	6.3	0	5.7	363.6	301.6	0.36	104.9	167.1	112.6	106	73.5	73.5	54.5	0	0	0	0	0	0.36	0	0	0	-9.9	-9	363.6	0	5.7	0	0	0	0	0	-9.9	6.1	6.1	100	0.1	0.1	100	6.3	6.3	100
29	4	2017	15	2	1.9	4	15.6	21.4	27.3	404	0	0	0	0	0	0	0	0	0	0	0	0	28.7	28.7	28.7	28.8	31	31	31	31	31	31	31	31	13.4	0.38	0	0	0	0	0	1.4	1.4	5	0.03	0.1	0.1	0.1	100	34.6	0.045	-9.9	0	100	0	4	0.1	4.1	1.9	1.6	362.9	300.9	0.38	107.9	172.8	116.4	105.8	73.6	73.6	56.3	0	0	0	0	0	0.38	0	0	0	-9.9	-9	362.9	1.9	1.6	0	1.9	0	0	0	-9.9	4.3	4	94	0.1	0.1	100	4.4	4.1	94
30	4	2017	16	2	6.5	3.3	14.1	19.1	24.1	404	0	0	0	0	0	0	0	0	0	0	0	0	31.6	28.7	28.7	28.8	31	31	31	31	31	31	31	31	11.1	0.39	0	0	0	0	0	1.6	1.6	14	0.03	0.1	0.1	0.1	100	34.6	0.054	-9.9	0	100	0	3.5	0.1	3.6	6.5	0	365.8	303.8	0.39	113.7	177.4	119.5	107	74.5	74.5	57.8	0	0	0	0	0	0.39	0	0	0	-9.9	-9	365.8	6.5	0	0	6.5	0	0	0	-9.9	3.5	3.5	100	0.1	0.1	100	3.6	3.6	100
1	5	2017	17	2	3.7	5	12.3	19.6	26.9	404	0	0	0	0	0	0	0	0	0	0	0	0	29.5	29.1	28.7	28.8	31	31	31	31	31	31	31	31	11.6	0.4	0	0	0	0	0	1.8	1.8	11	0.03	0.1	0.1	0.1	100	34.6	0.063	-9.9	0	100	0	5.2	0.1	5.3	3.7	0	364.2	302.2	0.4	115	182.1	122.7	113.9	79	79	59.4	0	0	0	0	0	0.4	0	0	0	-9.9	-9	364.2	3.7	0	0	3.7	0	0	0	-9.9	5.3	5.2	98	0.1	0.1	100	5.5	5.3	98
2	5	2017	18	2	0.3	5.7	12	19.6	27.1	404	0	0	0	0	0	0	0	0	0	0	0	0	28.8	28.8	28.8	28.8	30.9	31	31	31	31	31	31	31	11.6	0.41	0	0	0	0	0	1.9	1.9	11	0.03	0.2	0.2	0.2	100	34.6	0.074	-9.9	0	100	0	4.7	0.2	4.9	0.3	3.6	363.2	301.2	0.41	117.2	186.7	125.8	118.5	82.1	82.1	60.9	0	0	0	0	0	0.41	0	0	0	-9.9	-9	363.2	0.3	3.6	0	0.3	0	0	0	-9.9	6.1	4.7	77	0.2	0.2	100	6.2	4.9	78
3	5	2017	19	2	0	7.6	12.1	21.5	30.9	404	0	0	0	0	0	0	0	0	0	0	0	0	29	29	29	29	30.5	31	31	31	31	31	31	31	13.1	0.42	3	0	0	0	0	2.2	2.2	6	0.04	0.3	0.3	0.3	100	34.6	0.086	-9.9	0	100	0	5.2	0.3	5.5	0	5.7	363.5	301.5	0.42	121.2	191.9	129.3	126.5	87.3	87.3	62.6	0	0	0	0	0	0.42	0	0	0	-9.9	-9	363.5	0	5.7	0	0	0	0	0	-9.9	8.1	5.2	65	0.3	0.3	100	8.3	5.5	66
4	5	2017	20	2	0	7.6	12.8	21.9	30.9	404	0	0	0	0	0	0	0	0	0	0	0	0	29	29	29	29	30.1	31	31	31	31	31	31	31	13.4	0.43	3	0	0	0	0	2.5	2.5	5	0.04	0.3	0.3	0.3	100	34.6	0.101	-9.9	0	99	0	5.3	0.3	5.6	0	5.2	363	301	0.43	124.5	197	132.8	129.9	89.6	89.6	64.3	0	0	0	0	0	0.43	0	0	0	-9.9	-9	363	0	5.2	0	0	0	0	0	-9.9	8	5.3	66	0.3	0.3	100	8.3	5.6	68
5	5	2017	21	2	0	6.2	12	19.9	27.9	404	0	0	0	0	0	0	0	0	0	0	0	0	28.9	28.9	28.9	28.9	29.6	31	31	31	31	31	31	31	11.9	0.44	1	0	0	0	0	2.7	2.7	9	0.05	0.3	0.3	0.3	100	34.6	0.116	-9.9	0	99	0	4.5	0.3	4.8	0	3.9	362.2	300.2	0.44	126.9	201.6	135.9	129.2	89.4	89.4	65.7	0	0	0	0	0	0.44	0	0	0	-9.9	-9	362.2	0	3.9	0	0	0	0	0	-9.9	6.5	4.5	70	0.3	0.3	100	6.8	4.8	71
6	5	2017	22	2	0.1	5.7	12.8	19.9	27	404	0	0	0	0	0	0	0	0	0	0	0	0	28.8	28.8	28.8	28.8	29.3	31	31	31	31	31	31	31	11.9	0.45	0	0	0	0	0	3	3	10	0.05	0.3	0.3	0.3	100	34.6	0.133	-9.9	0	99	0	4.6	0.3	4.9	0.1	4.2	361.6	299.6	0.45	129.4	206.1	138.9	130.7	90.6	90.6	67.2	0	0	0	0	0	0.45	0	0	0	-9.9	-9	361.6	0.1	4.2	0	0.1	0	0	0	-9.9	5.9	4.6	77	0.3	0.3	100	6.2	4.9	78
7	5	2017	23	2	1.7	3.7	13.7	19.3	24.8	404	0	0	0	0	0	0	0	0	0	0	0	0	28.7	28.7	28.7	28.7	28.9	31	31	31	31	31	31	31	11.3	0.46	0	0	0	0	0	3.4	3.4	13	0.06	0.2	0.2	0.2	100	34.6	0.15	-9.9	0	99	0	3.6	0.2	3.8	1.7	1.2	360.7	298.7	0.46	131.3	210.3	141.7	127.9	89	89	68.6	0	0	0	0	0	0.46	0	0	0	-9.9	-9	360.7	1.7	1.2	0	1.7	0	0	0	-9.9	3.8	3.6	94	0.2	0.2	100	4	3.8	95
8	5	2017	24	2	2.4	4.3	14.4	20.6	26.9	404	0	0	0	0	0	0	0	0	0	0	0	0	28.7	28.7	28.7	28.7	28.8	31	31	31	31	31	31	31	12.6	0.47	0	0	0	0	0	3.8	3.8	7	0.07	0.3	0.3	0.3	100	34.6	0.172	-9.9	0	99	0	4.2	0.3	4.5	2.4	2.1	360.8	298.8	0.47	134.3	214.9	144.8	132.4	92.1	92.1	70.1	0	0	0	0	0	0.47	0	0	0	-9.9	-9	360.8	2.4	2.1	0	2.4	0	0	0	-9.9	4.4	4.2	95	0.3	0.3	100	4.7	4.5	95
9	5	2017	25	2	4.1	3.7	14.7	20.7	26.7	404	0	0	0	0	0	0	0	0	0	0	0	0	28.8	28.7	28.7	28.7	28.8	31	31	31	31	31	31	31	12.7	0.48	0	0	0	0	0	4.2	4.2	7	0.07	0.3	0.3	0.3	100	34.6	0.196	-9.9	0	99	0	3.8	0.3	4	4.1	0	360.8	298.8	0.48	137.3	219.6	148	133.5	93	93	71.6	0	0	0	0	0	0.48	0	0	0	-9.9	-9	360.8	4.1	0	0	4.1	0	0	0	-9.9	3.8	3.8	100	0.3	0.3	100	4	4	100
10	5	2017	26	2	3.2	2.4	15.5	19.4	23.2	404	0	0	0	0	0	0	0	0	0	0	0	0	29.4	28.7	28.7	28.7	28.8	31	31	31	31	31	31	31	11.4	0.49	0	0	0	0	0	4.7	4.7	12	0.08	0.2	0.2	0.2	100	34.6	0.22	-9.9	0	99	0	2.4	0.2	2.6	3.2	0	361.4	299.4	0.49	140.4	223.6	150.7	132.2	92.4	92.4	72.9	0	0	0	0	0	0.49	0	0	0	-9.9	-9	361.4	3.2	0	0	3.2	0	0	0	-9.9	2.4	2.4	100	0.2	0.2	100	2.6	2.6	100
11	5	2017	27	2	2.9	3.6	16	20.5	25	404	0	0	0	0	0	0	0	0	0	0	0	0	28.7	28.7	28.7	28.7	28.7	31	31	31	31	31	31	31	12.5	0.5	0	0	0	0	0	5.3	5.3	7	0.09	0.3	0.3	0.3	100	34.6	0.25	-9.9	0	99	0	3.6	0.3	3.9	2.9	0	360.4	298.4	0.5	142.3	228.1	153.7	138.4	96.4	96.4	74.4	0	0	0	0	0	0.5	0	0	0	-9.9	-9	360.4	2.9	0	0	2.9	0	0	0	-9.9	3.6	3.6	99	0.3	0.3	100	3.9	3.9	99
12	5	2017	28	2	10.7	3.8	14.3	20.1	26	404	0	0	0	0	0	0	0	0	0	0	0	0	35.3	28.7	28.7	28.7	28.7	31	31	31	31	31	31	31	12.1	0.51	0	0	0	0	0	5.9	5.9	9	0.1	0.4	0.4	0.4	100	34.6	0.282	-9.9	0	99	0	3.8	0.4	4.1	10.7	0	367	305	0.51	151.6	232.4	156.6	141.6	98.6	98.6	75.8	0	0	0	0	0	0.51	0	0	0	-9.9	-9	367	10.7	0	0	10.7	0	0	0	-9.9	3.8	3.8	100	0.4	0.4	100	4.1	4.1	100
13	5	2017	29	2	5.4	3.3	14.7	19.6	24.6	404	0	0	0	0	0	0	0	0	0	0	0	0	34	31.2	29.2	28.7	28.7	31	31	31	31	31	31	31	11.6	0.51	0	0	0	0	0	6.5	6.5	11	0.11	0.3	0.3	0.3	100	34.6	0.316	-9.9	0	99	0	3.2	0.3	3.6	5.4	0	368.9	306.9	0.51	156.2	236.4	159.3	142.6	99.4	99.4	77.1	0	0	0	0	0	0.51	0	0	0	-9.9	-9	368.9	5.4	0	0	5.4	0	0	0	-9.9	3.2	3.2	100	0.3	0.3	100	3.6	3.6	100
14	5	2017	30	2	5.6	2.6	14.8	18.9	23	404	0	0	0	0	0	0	0	0	0	0	0	0	34.7	31.7	30.9	28.7	28.7	31	31	31	31	31	31	31	10.9	0.52	0	0	0	0	0	7.2	7.2	15	0.12	0.3	0.3	0.3	100	34.6	0.352	-9.9	0	99	0	2.5	0.3	2.8	5.6	0	371.7	309.7	0.52	161.6	240.2	161.9	142.6	99.6	99.6	78.3	0	0	0	0	0	0.52	0	0	0	-9.9	-9	371.7	5.6	0	0	5.6	0	0	0	-9.9	2.5	2.5	100	0.3	0.3	100	2.8	2.8	100
15	5	2017	31	2	8.3	1.9	13.7	18.4	23	404	0	0	0	0	0	0	0	0	0	0	0	0	38.3	31.9	31.5	30.5	28.7	31	31	31	31	31	31	31	10.4	0.53	0	0	0	0	0	7.9	7.9	19	0.13	0.2	0.2	0.2	100	34.6	0.39	-9.9	0	99	0	1.8	0.2	2	8.3	0	377.9	315.9	0.53	170.2	243.8	164.3	142.5	99.7	99.7	79.5	0	0	0	0	0	0.53	0	0	0	-9.9	-9	377.9	8.3	0	0	8.3	0	0	0	-9.9	1.8	1.8	100	0.2	0.2	100	2	2	100
16	5	2017	32	2	11	1.8	13.7	18	22.4	404	0	0	0	0	0	0	0	0	0	0	0	0	42.1	32.7	31.9	31.6	31.2	31	31	31	31	31	31	31	10	0.54	0	0	0	0	0	8.6	8.6	22	0.15	0.2	0.2	0.2	100	34.6	0.43	-9.9	0	99	0	1.7	0.2	1.9	11	0	386.7	324.6	0.54	181.1	247.2	166.6	144.2	100.9	100.9	80.6	0	0	0	0	0	0.54	0	0	0	-9.9	-9	386.7	11	0	0	11	0	0.4	0	-9.9	1.7	1.7	100	0.2	0.2	100	1.9	1.9	100
17	5	2017	33	2	0.7	1.4	14.1	17.6	21.1	404	0	0	0	0	0	0	0	0	0	0	0	0	32.4	33.6	32.4	32	31.9	31.6	31.5	31.4	31.3	31.2	31.2	31.2	9.6	0.54	0	0	0	0	0	9.4	9.4	26	0.16	0.2	0.2	0.2	100	34.6	0.471	-9.9	0	99	0	1.3	0.2	1.5	0.7	0	381.5	319.1	0.54	176.3	250.5	168.8	144.8	101.4	101.4	81.7	0	0	0	0	0	0.54	0	0	0	-9.9	-9	381.5	0.7	0	0	0.7	0	4.4	0	-9.9	1.3	1.3	99	0.2	0.2	100	1.5	1.5	99
18	5	2017	34	2	2.3	3.9	14	19.4	24.7	404	0	0	0	0	0	0	0	0	0	0	0	0	29.6	31.7	31.6	31.5	31.4	31.4	31.3	31.3	31.3	31.2	31.2	31.2	11.4	0.55	0	0	0	0	0	10.4	10.4	12	0.18	0.6	0.6	0.6	100	34.6	0.524	-9.9	0	99	0	3.5	0.6	4.1	2.3	0	374.7	312.3	0.55	172.4	254.3	171.4	155.3	108.1	108.1	82.9	0	0	0	0	0	0.55	0	0	0	-9.9	-9	374.7	2.3	0	0	2.3	0	5	0	-9.9	3.6	3.5	98	0.6	0.6	100	4.2	4.1	98
19	5	2017	35	2	0.1	6	12.1	19.8	27.4	404	0	0	0	0	0	0	0	0	0	0	0	0	24.5	31.2	31.2	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	11.8	0.56	0	0	0	0	0	11.6	11.6	10	0.19	1	1	1	100	34.6	0.584	-9.9	0	99	0	4.2	1	5.2	0.1	0	367	304.8	0.56	168.3	258.2	174	164.8	114.1	114.1	84.2	0	0	0	0	0	0.56	0	0	0	-9.9	-9	367	0.1	0	0	0.1	0	2.7	0	-9.9	5.4	4.2	78	1	1	100	6.4	5.2	81
20	5	2017	36	2	0.1	6.4	13.2	21.3	29.4	404	0	0	0	0	0	0	0	0	0	0	0	0	19.1	31.1	31	31	31	31	31	31	31	31	31	31	13.3	0.57	0	0	0	0	0	13.1	13.1	5	0.22	1.3	1.3	1.3	100	34.6	0.656	-9.9	0	99	0	4.2	1.3	5.5	0.1	0	360.5	298.5	0.57	165.3	262.6	177	169	116.9	116.9	85.6	0	0	0	0	0	0.57	0	0	0	-9.9	-9	360.5	0.1	0	0	0.1	0	1	0	-9.9	5.6	4.2	75	1.3	1.3	100	6.9	5.5	80
21	5	2017	37	2	2.4	4.4	14.5	21.1	27.7	404	0	0	0	0	0	0	0	0	0	0	0	0	28.7	28.7	28.7	28.7	28.7	29.2	31	31	31	31	31	31	13.1	0.58	0	0	0	0	0	14.7	14.7	5	0.24	1	1	1	100	34.6	0.735	-9.9	0	99	0	3.2	1	4.2	2.4	0.6	359	297	0.58	167.2	266.9	179.9	164.8	114.5	114.5	87	0	0	0	0	0	0.58	0	0	0	-9.9	-9	359	2.4	0.6	0	2.4	0	0.3	0	-9.9	3.7	3.2	86	1	1	100	4.7	4.2	89
22	5	2017	38	2	2.9	3.3	14.1	19.7	25.3	404	0	0	0	0	0	0	0	0	0	0	0	0	28.2	28.7	28.7	28.7	28.7	29.2	31	31	31	31	31	31	11.7	0.59	0	0	0	0	0	16.4	16.4	11	0.27	0.8	0.8	0.8	100	34.6	0.817	-9.9	0	99	0	2.7	0.8	3.5	2.9	0	358.4	296.4	0.59	169	270.8	182.5	163.3	113.8	113.8	88.3	0	0	0	0	0	0.59	0	0	0	-9.9	-9	358.4	2.9	0	0	2.9	0	0	0	-9.9	2.7	2.7	100	0.8	0.8	100	3.5	3.5	100
23	5	2017	39	2	1.1	3.7	14.2	19.9	25.7	404	0	0	0	0	0	0	0	0	0	0	0	0	28.7	28.7	28.7	28.7	28.7	28.7	31	31	31	31	31	31	11.9	0.6	0	0	0	0	0	18.2	18.2	9	0.29	1	1	1	100	34.6	0.909	-9.9	0	99	0	2.7	1	3.7	1.1	2.5	358.2	296.2	0.6	171.3	274.7	185.1	167	116.3	116.3	89.6	0	0	0	0	0	0.6	0	0	0	-9.9	-9	358.2	1.1	2.5	0	1.1	0	0	0	-9.9	2.9	2.7	94	1	1	100	3.9	3.7	95
24	5	2017	40	2	2.3	5.5	12.6	20.3	27.9	404	0	0	0	0	0	0	0	0	0	0	0	0	28.8	28.8	28.8	28.8	28.8	28.8	30.9	31	31	31	31	31	12.3	0.61	0	0	0	0	0	20.4	20.4	8	0.32	1.6	1.6	1.6	100	34.6	1.012	-9.9	0	99	0	4	1.6	5.6	2.3	4	358.9	296.9	0.61	174.7	278.6	187.8	176	122	122	90.8	0	0	0	0	0	0.61	0	0	0	-9.9	-9	358.9	2.3	4	0	2.3	0	0	0	-9.9	4.2	4	95	1.6	1.6	100	5.8	5.6	96
25	5	2017	41	2	0	7.9	11.2	20.9	30.7	404	0	0	0	0	0	0	0	0	0	0	0	0	29	29	29	29	29	29	30.6	31	31	31	31	31	12.6	0.61	4	0	0	0	0	22.7	22.7	7	0.36	2.6	2.6	2.6	100	34.6	1.127	-9.9	0	99	0	4.4	2.6	7	0	7.8	359.6	297.6	0.61	178.5	282.6	190.5	187.4	129.2	129.2	92.2	0	0	0	0	0	0.61	0	0	0	-9.9	-9	359.6	0	7.8	0	0	0	0	0	-9.9	5.7	4.4	76	2.6	2.6	100	8.3	7	84
26	5	2017	42	2	0	7.2	11.6	20.9	30.2	404	0	0	0	0	0	0	0	0	0	0	0	0	29	29	29	29	29	29	30.2	31	31	31	31	31	12.8	0.62	2	0	0	0	0	25.5	25.5	6	0.39	2.7	2.7	2.7	100	34.6	1.255	-9.9	0	99	0	4	2.7	6.6	0	5.9	359	297	0.62	180.8	286.7	193.2	187.5	129.5	129.5	93.5	0	0	0	0	0	0.62	0	0	0	-9.9	-9	359	0	5.9	0	0	0	0	0	-9.9	4.9	4	81	2.7	2.7	100	7.6	6.6	88
27	5	2017	43	2	0.4	5	13.5	20.4	27.2	404	0	0	0	0	0	0	0	0	0	0	0	0	28.8	28.8	28.8	28.8	28.8	28.8	29.8	31	31	31	31	31	12.4	0.63	0	0	0	0	0	28.5	28.5	8	0.43	2	2	2	100	34.6	1.392	-9.9	0	99	0	2.8	2	4.8	0.4	3	357.5	295.5	0.63	182.2	290.6	195.9	181.7	126.1	126.1	94.8	0	0	0	0	0	0.63	0	0	0	-9.9	-9	357.5	0.4	3	0	0.4	0	0	0	-9.9	3.2	2.8	87	2	2	100	5.2	4.8	92
28	5	2017	44	2	1.3	3.7	13.1	19.3	25.5	404	0	0	0	0	0	0	0	0	0	0	0	0	28.7	28.7	28.7	28.7	28.7	28.7	29.3	31	31	31	31	31	11.3	0.64	0	0	0	0	0	31.5	31.5	13	0.47	1.5	1.5	1.5	100	34.6	1.535	-9.9	0	99	0	2.2	1.5	3.7	1.3	1.4	356.5	294.5	0.64	183.8	294.2	198.2	178.9	124.6	124.6	95.9	0	0	0	0	0	0.64	0	0	0	-9.9	-9	356.5	1.3	1.4	0	1.3	0	0	0	-9.9	2.2	2.2	98	1.5	1.5	100	3.7	3.7	99
29	5	2017	45	2	3	4.1	12.3	18.6	25	404	0	0	0	0	0	0	0	0	0	0	0	0	28.7	28.7	28.7	28.7	28.7	28.7	29.1	31	31	31	31	31	10.6	0.65	0	0	0	0	0	34.7	34.7	17	0.51	1.7	1.7	1.7	100	34.6	1.681	-9.9	0	99	0	2.3	1.7	4	3	0.9	356.4	294.4	0.65	185.9	297.5	200.5	182.5	126.9	126.9	97	0	0	0	0	0	0.65	0	0	0	-9.9	-9	356.4	3	0.9	0	3	0	0	0	-9.9	2.3	2.3	100	1.7	1.7	100	4	4	100
30	5	2017	46	2	0.8	5.4	12.2	19.6	27	404	0	0	0	0	0	0	0	0	0	0	0	0	28.8	28.8	28.8	28.8	28.8	28.8	28.9	31	31	31	31	31	11.6	0.65	0	0	0	0	0	38.5	38.5	11	0.55	2.7	2.7	2.7	100	34.6	1.851	-9.9	0	99	0	2.6	2.7	5.2	0.8	4.9	356.9	294.9	0.65	188.7	301.1	202.9	189.8	131.6	131.6	98.2	0	0	0	0	0	0.65	0	0	0	-9.9	-9	356.9	0.8	4.9	0	0.8	0	0	0	-9.9	2.8	2.6	92	2.7	2.7	100	5.4	5.2	96
