Day	Month	Year	DAP	Stage	Rain.x	ETo	Tmin	Tavg	Tmax	CO2	ECe1	ECe2	ECe3	ECe4	ECe5	ECe6	ECe7	ECe8	ECe9	ECe10	ECe11	ECe12	WC1(vol%)	WC2(vol%)	WC3(vol%)	WC4(vol%)	WC5(vol%)	WC6(vol%)	WC7(vol%)	WC8(vol%)	WC9(vol%)	WC10(vol%)	WC11(vol%)	WC12(vol%)	GD	Z.x	StExp	StSto	StSen	StSalt.x	StWeed	CC	CCw	StTr	Kc(Tr)	Trx.x	Tr.x	TrW	Tr/Trx.x	WP	Biomass	HI	YieldPart	Brelative	WPet	E.x	Trx.y	ET.x	Rain.y	Inet	WCTot.x	Wr(Zx)	Z.y	Wr	Wr(SAT)	Wr(FC)	Wr(exp)	Wr(sto)	Wr(sen)	Wr(PWP)	SaltIn	SaltOut	SaltUp	SaltTot	SaltZ	Z	ECe	ECsw	StSalt.y	Zgwt.x	ECgw	WCTot.y	Rain	Irri	Surf	Infilt	RO	Drain	CR	Zgwt.y	Ex	E.y	E/Ex	Trx	Tr.y	Tr/Trx.y	ETx	ET.y	ET/ETx
21	7	2017	98	4	6.8	1.5	16.6	19.7	22.8	404	0	0	0	0	0	0	0	0	0	0	0	0	36.2	31.2	31.1	31.1	31.1	31.1	31.1	31.1	31	31	31	31	11.7	1	-9	0	-9	0	0	72.2	72.2	11	0.72	1	1	1	100	34.6	15.111	12.9	1.944	99	0.56	0.3	1	1.2	6.8	0	378	315.9	1	315.9	460	310	266.5	186.6	186.6	150	0	0	0	0	0	1	0	0	0	-9.9	-9	378	6.8	0	0	6.8	0	0.9	0	-9.9	0.3	0.3	100	1	1	100	1.2	1.2	100
22	7	2017	99	4	12.6	1.8	15.5	18.9	22.4	404	0	0	0	0	0	0	0	0	0	0	0	0	43.6	32.1	31.6	31.3	31.2	31.2	31.1	31.1	31.1	31.1	31.1	31.1	10.9	1	-9	0	-9	0	0	71.7	71.7	15	0.7	1.1	1.1	1.1	100	34.6	15.317	13.5	2.071	99	0.59	0.3	1.1	1.4	12.6	0	387.6	325.4	1	325.4	460	310	268.3	187.7	187.7	150	0	0	0	0	0	1	0	0	0	-9.9	-9	387.6	12.6	0	0	12.6	0	1.6	0	-9.9	0.3	0.3	100	1.1	1.1	100	1.4	1.4	100
23	7	2017	100	4	25.5	0.8	14.8	17.6	20.4	404	0	0	0	0	0	0	0	0	0	0	0	0	45.4	46	32.9	32.3	31.8	31.6	31.4	31.4	31.3	31.3	31.2	31.2	9.6	1	-9	0	-9	0	0	71.3	71.3	26	0.68	0.4	0.4	0.4	100	34.6	15.491	14.2	2.197	99	0.63	0.1	0.4	0.6	25.5	0	407.8	345.4	1	345.4	460	310	262.3	184	184	150	0	0	0	0	0	1	0	0	0	-9.9	-9	407.8	25.5	0	0	25.5	0	4.7	0	-9.9	0.1	0.1	100	0.4	0.4	100	0.6	0.6	100
24	7	2017	101	4	3.1	2	14.8	19.2	23.6	404	0	0	0	0	0	0	0	0	0	0	0	0	33.8	34.6	34.5	34.2	33.2	32.7	32.3	32.1	31.9	31.8	31.7	31.6	11.2	1	-9	0	-9	0	0	70.8	70.8	13	0.65	1.1	1.1	1.1	100	34.6	15.687	14.8	2.328	99	0.66	0.4	1.1	1.5	3.1	0	394.4	331.1	1	331.1	460	310	269.5	188.5	188.5	150	0	0	0	0	0	1	0	0	0	-9.9	-9	394.4	3.1	0	0	3.1	0	15	0	-9.9	0.4	0.4	100	1.1	1.1	100	1.5	1.5	100
25	7	2017	102	4	14	0.9	15.7	18.5	21.4	404	0	0	0	0	0	0	0	0	0	0	0	0	45.2	32	32	31.9	31.9	31.8	31.8	31.7	31.6	31.6	31.5	31.5	10.5	1	-9	0	-9	0	0	70.2	70.2	18	0.63	0.5	0.5	0.5	100	34.6	15.866	15.5	2.459	99	0.7	0.2	0.5	0.6	14	0	394.6	331.6	1	331.6	460	310	262.9	184.4	184.4	150	0	0	0	0	0	1	0	0	0	-9.9	-9	394.6	14	0	0	14	0	13.2	0	-9.9	0.2	0.2	100	0.5	0.5	100	0.6	0.6	100
26	7	2017	103	4	17.1	1.4	16	19.4	22.9	404	0	0	0	0	0	0	0	0	0	0	0	0	45	38.6	32.7	32.3	32	31.7	31.6	31.5	31.5	31.4	31.4	31.4	11.4	1	-9	0	-9	0	0	69.6	69.6	12	0.6	0.7	0.7	0.7	100	34.6	16.05	16.2	2.593	99	0.73	0.3	0.7	1	17.1	0	401.1	338.3	1	338.3	460	310	265.9	186.3	186.3	150	0	0	0	0	0	1	0	0	0	-9.9	-9	401.1	17.1	0	0	17.1	0	9.6	0	-9.9	0.3	0.3	100	0.7	0.7	100	1	1	100
27	7	2017	104	4	17.2	2.2	16.7	21.3	25.9	404	0	0	0	0	0	0	0	0	0	0	0	0	45.4	37.6	33.6	32.9	32.7	32.2	32	31.8	31.7	31.6	31.5	31.5	13.3	1	-9	0	-9	0	0	68.8	68.8	5	0.57	1.2	1.2	1.2	100	34.6	16.237	16.8	2.731	99	0.77	0.4	1.2	1.6	17.2	0	404.4	341.4	1	341.4	460	310	270.7	189.2	189.2	150	0	0	0	0	0	1	0	0	0	-9.9	-9	404.4	17.2	0	0	17.2	0	12.2	0	-9.9	0.4	0.4	100	1.2	1.2	100	1.6	1.6	100
28	7	2017	105	4	4.6	3.4	17.1	21.4	25.6	404	0	0	0	0	0	0	0	0	0	0	0	0	35.1	34.3	33.5	33.5	32.5	32.3	32.1	31.9	31.8	31.7	31.6	31.6	13.4	1	-9	0	-9	0	0	67.9	67.9	5	0.54	1.7	1.7	1.7	100	34.6	16.414	17.5	2.869	99	0.8	0.7	1.7	2.4	4.6	0	391.9	328.7	1	328.7	460	310	278	193.7	193.7	150	0	0	0	0	0	1	0	0	0	-9.9	-9	391.9	4.6	0	0	4.6	0	14.7	0	-9.9	0.7	0.7	100	1.7	1.7	100	2.4	2.4	100
29	7	2017	106	4	8.4	2.8	16.6	22.1	27.7	404	0	0	0	0	0	0	0	0	0	0	0	0	38.6	32.2	32	31.9	31.8	31.7	31.6	31.6	31.5	31.5	31.4	31.4	14.1	1	-9	0	-9	0	0	66.9	66.9	3	0.5	1.3	1.3	1.3	100	34.6	16.581	18.1	3.007	99	0.84	0.6	1.3	1.9	8.4	0	387.2	324.4	1	324.4	460	310	274.3	191.5	191.5	150	0	0	0	0	0	1	0	0	0	-9.9	-9	387.2	8.4	0	0	8.4	0	11.1	0	-9.9	0.6	0.6	100	1.3	1.3	100	1.9	1.9	100
30	7	2017	107	4	10.3	1.6	16.5	20.6	24.7	404	0	0	0	0	0	0	0	0	0	0	0	0	42.3	32.8	32	31.7	31.5	31.4	31.4	31.3	31.3	31.3	31.3	31.3	12.6	1	-9	0	-9	0	0	65.9	65.9	7	0.46	0.7	0.7	0.7	100	34.6	16.73	18.8	3.144	99	0.87	0.3	0.7	1	10.3	0	389.6	327.1	1	327.1	460	310	267.1	187	187	150	0	0	0	0	0	1	0	0	0	-9.9	-9	389.6	10.3	0	0	10.3	0	6.9	0	-9.9	0.3	0.3	100	0.7	0.7	100	1	1	100
31	7	2017	108	4	10.3	1.7	15.8	19.1	22.3	404	0	0	0	0	0	0	0	0	0	0	0	0	43.2	33.6	32.5	31.9	31.7	31.5	31.4	31.4	31.3	31.3	31.3	31.2	11.1	1	-9	0	-9	0	0	65	65	14	0.43	0.6	0.6	0.6	100	34.6	16.858	19.5	3.28	99	0.91	0.4	0.6	1	10.3	0	392.4	329.9	1	329.9	460	310	267.7	187.4	187.4	150	0	0	0	0	0	1	0	0	0	-9.9	-9	392.4	10.3	0	0	10.3	0	6.5	0	-9.9	0.4	0.4	100	0.6	0.6	100	1	1	100
1	8	2017	109	4	41.5	1.4	14.8	18.3	21.7	404	0	0	0	0	0	0	0	0	0	0	0	0	45.6	45.6	46	36.3	31.8	31.7	31.6	31.5	31.4	31.4	31.3	31.3	10.3	1	-9	0	-9	0	0	64.1	64.1	20	0.4	0.5	0.5	0.5	100	34.6	16.97	20.1	3.413	99	0.94	0.3	0.5	0.8	41.5	0	425.4	362.8	1	362.8	460	310	265.9	186.3	186.3	150	0	0	0	0	0	1	0	0	0	-9.9	-9	425.4	41.5	0	0	41.5	0	7.7	0	-9.9	0.3	0.3	100	0.5	0.5	100	0.8	0.8	100
2	8	2017	110	4	15.2	2.8	15.1	19.7	24.3	404	0	0	0	0	0	0	0	0	0	0	0	0	45.2	35.4	34.6	34.6	34	33.9	33.1	32.9	32.5	32.3	32.2	32	11.7	1	-9	0	-9	0	0	62.9	62.9	11	0.37	0.9	0.9	0.9	100	34.6	17.085	20.8	3.549	99	0.98	0.6	0.9	1.6	15.2	0	412.7	348.5	1	348.5	460	310	274.3	191.5	191.5	150	0	0	0	0	0	1	0	0	0	-9.9	-9	412.7	15.2	0	0	15.2	0	26.4	0	-9.9	0.6	0.6	100	0.9	0.9	100	1.6	1.6	100
3	8	2017	111	4	22.3	2	15.4	19.6	23.9	404	0	0	0	0	0	0	0	0	0	0	0	0	45.4	44.7	33.1	32.7	32.4	32.3	32.2	32.1	32	31.9	31.8	31.8	11.6	1	-9	0	-9	0	0	61.7	61.7	11	0.34	0.6	0.6	0.6	100	34.6	17.189	21.4	3.684	99	1.01	0.5	0.6	1.1	22.3	0	412.4	348.8	1	348.8	460	310	269.5	188.5	188.5	150	0	0	0	0	0	1	0	0	0	-9.9	-9	412.4	22.3	0	0	22.3	0	21.5	0	-9.9	0.5	0.5	100	0.6	0.6	100	1.1	1.1	100
4	8	2017	112	4	32.5	1.2	15.4	18.6	21.7	404	0	0	0	0	0	0	0	0	0	0	0	0	45.6	45.8	43.6	33.4	32.8	32.4	32.2	32	31.9	31.8	31.8	31.7	10.6	1	-9	0	-9	0	0	60.5	60.5	18	0.31	0.3	0.3	0.3	100	34.6	17.276	22.1	3.816	99	1.04	0.3	0.3	0.6	32.5	0	425.1	361.6	1	361.6	460	310	264.7	185.5	185.5	150	0	0	0	0	0	1	0	0	0	-9.9	-9	425.1	32.5	0	0	32.5	0	19.2	0	-9.9	0.3	0.3	100	0.3	0.3	100	0.6	0.6	100
5	8	2017	113	4	47.6	1.2	16.1	18.9	21.7	404	0	0	0	0	0	0	0	0	0	0	0	0	45.6	46	46	46	33.5	33.3	33.1	32.7	32.5	32.3	32.1	32	10.9	1	-9	0	-9	0	0	59.2	59.2	15	0.28	0.3	0.3	0.3	100	34.6	17.357	22.7	3.949	99	1.08	0.3	0.3	0.6	47.6	0	445	380.9	1	380.9	460	310	264.7	185.5	185.5	150	0	0	0	0	0	1	0	0	0	-9.9	-9	445	47.6	0	0	47.6	0	27.1	0	-9.9	0.3	0.3	100	0.3	0.3	100	0.6	0.6	100
6	8	2017	114	4	10.9	1.2	15.9	19.1	22.2	404	0	0	0	0	0	0	0	0	0	0	0	0	44.8	34.6	34.6	34.6	34.6	34	33.5	33.2	33	32.7	32.6	32.4	11.1	1	-9	0	-9	0	0	57.7	57.7	14	0.25	0.3	0.3	0.3	100	34.6	17.43	23.4	4.08	99	1.11	0.3	0.3	0.6	10.9	0	414.7	349.7	1	349.7	460	310	264.7	185.5	185.5	150	0	0	0	0	0	1	0	0	0	-9.9	-9	414.7	10.9	0	0	10.9	0	40.7	0	-9.9	0.3	0.3	100	0.3	0.3	100	0.6	0.6	100
7	8	2017	115	4	17.1	2.9	15.8	20.3	24.7	404	0	0	0	0	0	0	0	0	0	0	0	0	45	38.2	33	32.9	32.4	32.4	32.2	32.2	32.1	32	31.9	31.9	12.3	1	-9	0	-9	0	0	56	56	8	0.21	0.6	0.6	0.6	100	34.6	17.497	24.1	4.211	99	1.14	0.8	0.6	1.3	17.1	0	406.1	342.3	1	342.3	460	310	274.9	191.8	191.8	150	0	0	0	0	0	1	0	0	0	-9.9	-9	406.1	17.1	0	0	17.1	0	24.3	0	-9.9	0.8	0.8	100	0.6	0.6	100	1.3	1.3	100
8	8	2017	116	4	6.2	1.5	16.2	20.3	24.3	404	0	0	0	0	0	0	0	0	0	0	0	0	38.8	34.4	33.5	32.7	32.7	32.2	32.1	31.9	31.8	31.7	31.7	31.6	12.3	1	-9	0	-9	0	0	54.1	54.1	8	0.18	0.2	0.2	0.2	100	34.6	17.555	24.7	4.341	99	1.18	0.4	0.2	0.7	6.2	0	395.1	331.8	1	331.8	460	310	266.5	186.6	186.6	150	0	0	0	0	0	1	0	0	0	-9.9	-9	395.1	6.2	0	0	6.2	0	16.6	0	-9.9	0.4	0.4	100	0.2	0.2	100	0.7	0.7	100
9	8	2017	117	4	9.8	2.6	16.7	20.3	23.8	404	0	0	0	0	0	0	0	0	0	0	0	0	41.8	33.1	32.4	32.1	31.9	31.8	31.7	31.6	31.5	31.5	31.5	31.4	12.3	1	-9	0	-9	0	0	52.1	52.1	8	0.15	0.4	0.4	0.4	100	34.6	17.602	25.4	4.468	99	1.21	0.7	0.4	1.1	9.8	0	392.2	329.3	1	329.3	460	310	273.1	190.7	190.7	150	0	0	0	0	0	1	0	0	0	-9.9	-9	392.2	9.8	0	0	9.8	0	11.6	0	-9.9	0.7	0.7	100	0.4	0.4	100	1.1	1.1	100
10	8	2017	118	4	6.1	0.8	16.4	19.4	22.4	404	0	0	0	0	0	0	0	0	0	0	0	0	39	33.6	32.4	32	31.8	31.7	31.6	31.5	31.4	31.4	31.4	31.3	11.4	1	-9	0	-9	0	0	50	50	12	0.12	0.1	0.1	0.1	100	34.6	17.64	26	4.594	99	1.24	0.2	0.1	0.3	6.1	0	389.2	326.5	1	326.5	460	310	262.3	184	184	150	0	0	0	0	0	1	0	0	0	-9.9	-9	389.2	6.1	0	0	6.1	0	8.8	0	-9.9	0.2	0.2	100	0.1	0.1	100	0.3	0.3	100
11	8	2017	119	4	7.6	3.3	15.2	20.2	25.2	404	0	0	0	0	0	0	0	0	0	0	0	0	39.4	33.1	32.2	31.9	31.7	31.5	31.5	31.4	31.4	31.3	31.3	31.3	12.2	1	-9	0	-9	0	0	47.7	47.7	8	0.1	0.3	0.3	0.3	100	34.6	17.671	26.7	4.719	99	1.27	1	0.3	1.3	7.6	0	388.1	325.5	1	325.5	460	310	277.4	193.3	193.3	150	0	0	0	0	0	1	0	0	0	-9.9	-9	388.1	7.6	0	0	7.6	0	7.4	0	-9.9	1	1	100	0.3	0.3	100	1.3	1.3	100
12	8	2017	120	4	19.4	1.6	14.7	18.9	23.2	404	0	0	0	0	0	0	0	0	0	0	0	0	45.4	39.8	32.2	31.8	31.6	31.5	31.4	31.4	31.3	31.3	31.3	31.2	10.9	1	-9	0	-9	0	0	45.4	45.4	15	0.08	0.1	0.1	0.1	100	34.6	17.694	27.4	4.842	99	1.3	0.5	0.1	0.6	19.4	0	400.3	337.8	1	337.8	460	310	267.1	187	187	150	0	0	0	0	0	1	0	0	0	-9.9	-9	400.3	19.4	0	0	19.4	0	6.5	0	-9.9	0.5	0.5	100	0.1	0.1	100	0.6	0.6	100
13	8	2017	121	4	24.7	1.2	14.3	18.4	22.5	404	0	0	0	0	0	0	0	0	0	0	0	0	45.6	46	33.8	33.4	32.6	32.2	31.9	31.8	31.7	31.6	31.5	31.4	10.4	1	-9	0	-9	0	0	43	43	19	0.06	0.1	0.1	0.1	100	34.6	17.711	28	4.963	99	1.33	0.4	0.1	0.4	24.7	0	413.4	350.5	1	350.5	460	310	264.7	185.5	185.5	150	0	0	0	0	0	1	0	0	0	-9.9	-9	413.4	24.7	0	0	24.7	0	11.2	0	-9.9	0.4	0.4	100	0.1	0.1	100	0.4	0.4	100
14	8	2017	122	4	20.5	0.7	16	18.7	21.4	404	0	0	0	0	0	0	0	0	0	0	0	0	45.7	43	34.6	33.5	33	32.6	32.3	32.1	32	31.9	31.8	31.8	10.7	1	-9	0	-9	0	0	40.5	40.5	17	0.04	0	0	0	100	34.6	17.723	28.7	5.083	99	1.36	0.2	0	0.3	20.5	0	414.4	350.8	1	350.8	460	310	261.7	183.7	183.7	150	0	0	0	0	0	1	0	0	0	-9.9	-9	414.4	20.5	0	0	20.5	0	19.3	0	-9.9	0.2	0.2	100	0	0	100	0.3	0.3	100
15	8	2017	123	4	6.4	2.4	16	19.7	23.4	404	0	0	0	0	0	0	0	0	0	0	0	0	38.8	34.6	34.2	33.4	32.9	32.8	32.5	32.3	32.1	32	31.9	31.8	11.7	1	-9	0	-9	0	0	37.4	37.4	11	0.03	0.1	0.1	0.1	100	34.6	17.733	29.3	5.203	99	1.39	0.8	0.1	0.9	6.4	0	399.1	335.4	1	335.4	460	310	271.9	190	190	150	0	0	0	0	0	1	0	0	0	-9.9	-9	399.1	6.4	0	0	6.4	0	20.8	0	-9.9	0.8	0.8	100	0.1	0.1	100	0.9	0.9	100
16	8	2017	124	4	1.4	1.3	16.2	19.3	22.3	404	0	0	0	0	0	0	0	0	0	0	0	0	32.6	33.1	33	32.2	32.2	32	31.9	31.8	31.7	31.6	31.6	31.6	11.3	1	-9	0	-9	0	0	34.3	34.3	13	0.02	0	0	0	100	34.6	17.739	30	5.322	99	1.42	0.5	0	0.5	1.4	0	385.1	321.9	1	321.9	460	310	265.3	185.9	185.9	150	0	0	0	0	0	1	0	0	0	-9.9	-9	385.1	1.4	0	0	1.4	0	14.9	0	-9.9	0.5	0.5	100	0	0	100	0.5	0.5	100
17	8	2017	125	4	10	1.9	16.4	20.5	24.7	404	0	0	0	0	0	0	0	0	0	0	0	0	40.7	31.6	31.6	31.5	31.5	31.4	31.4	31.4	31.3	31.3	31.3	31.3	12.5	1	-9	0	-9	0	0	30.5	30.5	7	0.01	0	0	0	100	34.6	17.743	30	5.323	99	1.42	0.7	0	0.8	10	0	386.4	323.8	1	323.8	460	310	268.9	188.1	188.1	150	0	0	0	0	0	1	0	0	0	-9.9	-9	386.4	10	0	0	10	0	8	0	-9.9	0.7	0.7	100	0	0	100	0.8	0.8	100
18	8	2017	126	4	0.8	1.8	16.6	20.2	23.8	404	0	0	0	0	0	0	0	0	0	0	0	0	32.8	33.1	32.1	32.1	31.5	31.5	31.4	31.3	31.3	31.3	31.2	31.2	12.2	1	-9	0	-9	0	0	26.5	26.5	8	0.01	0	0	0	100	34.6	17.744	30	5.323	99	1.42	0.8	0	0.8	0.8	0	380.8	318.4	1	318.4	460	310	268.3	187.7	187.7	150	0	0	0	0	0	1	0	0	0	-9.9	-9	380.8	0.8	0	0	0.8	0	5.6	0	-9.9	0.8	0.8	100	0	0	100	0.8	0.8	100
19	8	2017	127	4	5.6	3.2	16.8	21.3	25.8	404	0	0	0	0	0	0	0	0	0	0	0	0	35.6	31.6	31.6	31.5	31.4	31.3	31.3	31.3	31.2	31.2	31.2	31.2	13.3	1	-9	0	-9	0	0	21.7	21.7	5	0	0	0	0	100	34.6	17.745	30	5.324	99	1.41	1.5	0	1.5	5.6	0	380.3	318	1	318	460	310	276.8	192.9	192.9	150	0	0	0	0	0	1	0	0	0	-9.9	-9	380.3	5.6	0	0	5.6	0	4.6	0	-9.9	1.5	1.5	100	0	0	100	1.5	1.5	100
20	8	2017	128	4	2.2	2.2	14.8	19.8	24.7	404	0	0	0	0	0	0	0	0	0	0	0	0	33	32.1	31.6	31.6	31.3	31.3	31.2	31.2	31.2	31.2	31.1	31.1	11.8	1	-9	0	-9	0	0	17.1	17.1	10	0	0	0	0	100	34.6	17.745	30	5.324	99	1.41	1.1	0	1.1	2.2	0	377.9	315.6	1	315.6	460	310	270.7	189.2	189.2	150	0	0	0	0	0	1	0	0	0	-9.9	-9	377.9	2.2	0	0	2.2	0	3.5	0	-9.9	1.1	1.1	100	0	0	100	1.1	1.1	100
21	8	2017	129	4	0.6	2.5	14.5	18.5	22.5	404	0	0	0	0	0	0	0	0	0	0	0	0	30.5	31.6	31.5	31.4	31.3	31.2	31.2	31.2	31.1	31.1	31.1	31.1	10.5	1	-9	0	-9	0	0	12.7	12.7	18	0	0	0	0	100	34.6	17.745	30	5.324	99	1.4	1.3	0	1.3	0.6	0	374.3	312	1	312	460	310	272.5	190.3	190.3	150	0	0	0	0	0	1	0	0	0	-9.9	-9	374.3	0.6	0	0	0.6	0	2.9	0	-9.9	1.4	1.3	98	0	0	100	1.4	1.3	98
22	8	2017	130	4	1.6	2.3	14.4	19.2	24	404	0	0	0	0	0	0	0	0	0	0	0	0	30.7	31.2	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	11.2	1	-9	0	-9	0	0	7.7	7.7	13	0	0	0	0	100	34.6	17.745	30	5.324	99	1.4	1.4	0	1.4	1.6	0	372.8	310.6	1	310.6	460	310	271.3	189.6	189.6	150	0	0	0	0	0	1	0	0	0	-9.9	-9	372.8	1.6	0	0	1.6	0	1.7	0	-9.9	1.4	1.4	100	0	0	100	1.4	1.4	100
23	8	2017	131	4	5.4	1.5	14.6	18	21.4	404	0	0	0	0	0	0	0	0	0	0	0	0	35.1	31	31	31	31	31	31	31	31	31	31	31	10	1	-9	-9	-9	0	-9	0	0	0	-9	0	0	0	100	34.6	17.745	30	5.324	99	1.4	1	0	1	5.4	0	376.4	314.4	1	314.4	460	310	271.3	186.6	189.6	150	0	0	0	0	0	1	0	0	0	-9.9	-9	376.4	5.4	0	0	5.4	0	0.7	0	-9.9	1	1	100	0	0	100	1	1	100
