name	RunNr	Day1	Month1	Year1	Rain	ETo	GD	CO2	Irri	Infilt	Runoff	Drain	Upflow	E	E/Ex	Tr	TrW	Tr/Trx	SaltIn	SaltOut	SaltUp	SaltProf	Cycle	SaltStr	FertStr	WeedStr	TempStr	ExpStr	StoStr	BioMass	Brelative	HI	Y(dry)	Y(fresh)	WPet	Bin	Bout	DayN	MonthN	YearN	prm.file	name.variable	prm.file.name	climate.file	temperature.file	reference.ET.file	rain.file	co2.file	crop.file	irrigation.file	field.management.file	soil.file	groundwater.table.file	initial.condition.file	offseason.condition.file	cropping.period.start	cropping.period.end	name.variable1	name.variable2	name.variable3	name.variable4	name.variable5	name.variable6	name.variable7
Maize_short_Soroca_22May_Optimum_26_MPIPRMseason.OUT	Tot(4)	22	5	2023	231.5	540.7	1274.8	419	0	223.8	7.7	4.4	0	128.7	45	247.3	248.4	99	0	0	0	0	107	0	0	0	13	17	0	18.387	89	40.4	7.431	-9.9	1.98	0	0	11	9	2023	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Maize_short_Soroca_22May_Optimum_26_MPI	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	RCP2-6	Maize-short	rainfed	Optimum	North_South	NA	NA	NA	22_May	11_Sep	Maize	short	Soroca	22May	Optimum	26	MPI
Maize_short_Soroca_22May_Optimum_26_MPIPRMseason.OUT	Tot(5)	22	5	2024	203.2	466.2	1119.5	421	0	191.7	11.5	0	0	106.7	49	242	241.8	100	0	0	0	0	107	0	0	0	17	8	0	19.853	95	40.4	8.02	-9.9	2.3	0	0	11	9	2024	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Maize_short_Soroca_22May_Optimum_26_MPI	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	RCP2-6	Maize-short	rainfed	Optimum	North_South	NA	NA	NA	22_May	11_Sep	Maize	short	Soroca	22May	Optimum	26	MPI
Maize_short_Soroca_22May_Optimum_26_MPIPRMseason.OUT	Tot(6)	22	5	2025	193.8	473.6	1178	423	0	193.5	0.3	0	0	120.4	54	247.3	248.8	98	0	0	0	0	107	0	0	0	12	4	1	20.375	94	40	8.157	-9.9	2.22	0	0	11	9	2025	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Maize_short_Soroca_22May_Optimum_26_MPI	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	RCP2-6	Maize-short	rainfed	Optimum	North_South	NA	NA	NA	22_May	11_Sep	Maize	short	Soroca	22May	Optimum	26	MPI
Maize_short_Soroca_22May_Optimum_26_MPIPRMseason.OUT	Tot(7)	22	5	2026	138.1	514.5	1127.3	424	0	138.1	0	0	0	112.8	43	222.9	221.2	89	0	0	0	0	107	0	0	0	15	21	8	16.477	77	40.5	6.667	-9.9	1.99	0	0	11	9	2026	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Maize_short_Soroca_22May_Optimum_26_MPI	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	RCP2-6	Maize-short	rainfed	Optimum	North_South	NA	NA	NA	22_May	11_Sep	Maize	short	Soroca	22May	Optimum	26	MPI
Maize_short_Soroca_22May_Optimum_26_MPIPRMseason.OUT	Tot(8)	22	5	2027	352.1	377.7	1007.8	426	0	306.7	45.4	27.9	0	116.5	78	210.8	212.2	100	0	0	0	0	107	0	0	0	20	0	0	20.035	98	40	8.014	-9.9	2.45	0	0	11	9	2027	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Maize_short_Soroca_22May_Optimum_26_MPI	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	RCP2-6	Maize-short	rainfed	Optimum	North_South	NA	NA	NA	22_May	11_Sep	Maize	short	Soroca	22May	Optimum	26	MPI
Maize_short_Soroca_22May_Optimum_26_MPIPRMseason.OUT	Tot(9)	22	5	2028	212	424.8	1044.4	428	0	211.2	0.8	0.8	0	122.9	67	226.9	226	100	0	0	0	0	107	0	0	0	18	1	0	20.246	97	40.1	8.109	-9.9	2.32	0	0	11	9	2028	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Maize_short_Soroca_22May_Optimum_26_MPI	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	RCP2-6	Maize-short	rainfed	Optimum	North_South	NA	NA	NA	22_May	11_Sep	Maize	short	Soroca	22May	Optimum	26	MPI
Maize_short_Soroca_22May_Optimum_26_MPIPRMseason.OUT	Tot(10)	22	5	2029	227.2	418.6	1017.9	429	0	225.1	2.1	0	0	113.4	66	226.5	226.7	100	0	0	0	0	107	0	0	0	24	1	0	19.402	97	40	7.765	-9.9	2.28	0	0	11	9	2029	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Maize_short_Soroca_22May_Optimum_26_MPI	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	RCP2-6	Maize-short	rainfed	Optimum	North_South	NA	NA	NA	22_May	11_Sep	Maize	short	Soroca	22May	Optimum	26	MPI
Maize_short_Soroca_22May_Optimum_26_MPIPRMseason.OUT	Tot(11)	22	5	2030	259.4	489	1149.2	431	0	247.5	11.9	16.1	0	111	59	286.3	286.6	100	0	0	0	0	107	0	0	0	18	3	0	20.602	96	40	8.25	-9.9	2.08	0	0	11	9	2030	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Maize_short_Soroca_22May_Optimum_26_MPI	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	RCP2-6	Maize-short	rainfed	Optimum	North_South	NA	NA	NA	22_May	11_Sep	Maize	short	Soroca	22May	Optimum	26	MPI
Maize_short_Soroca_22May_Optimum_26_MPIPRMseason.OUT	Tot(12)	22	5	2031	287.8	446.5	1123.4	432	0	281.3	6.5	0	0	111.2	50	216.2	217.3	100	0	0	0	0	107	0	0	0	18	4	0	19.263	95	40.1	7.721	-9.9	2.36	0	0	11	9	2031	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Maize_short_Soroca_22May_Optimum_26_MPI	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	RCP2-6	Maize-short	rainfed	Optimum	North_South	NA	NA	NA	22_May	11_Sep	Maize	short	Soroca	22May	Optimum	26	MPI
Maize_short_Soroca_22May_Optimum_26_MPIPRMseason.OUT	Tot(13)	22	5	2032	191.3	460.9	1095.4	433	0	191	0.3	0	0	137	72	246.7	245.5	97	0	0	0	0	107	0	0	0	17	3	3	19.638	94	40.1	7.883	-9.9	2.05	0	0	11	9	2032	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Maize_short_Soroca_22May_Optimum_26_MPI	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	RCP2-6	Maize-short	rainfed	Optimum	North_South	NA	NA	NA	22_May	11_Sep	Maize	short	Soroca	22May	Optimum	26	MPI
Maize_short_Soroca_22May_Optimum_26_MPIPRMseason.OUT	Tot(14)	22	5	2033	182.9	459.1	1073.7	435	0	178.3	4.6	0	0	95.4	45	228.5	229.2	100	0	0	0	0	107	0	0	0	20	3	0	19.192	95	40	7.684	-9.9	2.37	0	0	11	9	2033	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Maize_short_Soroca_22May_Optimum_26_MPI	Maize_short_Soroca_22May_Optimum_26_MPI.PRM	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	Soroca_MPI-M-MPI-ESM-LR_rcp26	RCP2-6	Maize-short	rainfed	Optimum	North_South	NA	NA	NA	22_May	11_Sep	Maize	short	Soroca	22May	Optimum	26	MPI
